INDEX,WKSPN,ENGINE,ACTION,DESCRIPTION,MATERIALSBaht
910,GENZ02M9FA,MS9001FA,Additional,Transfer Tubes,"3,916.75"
911,GENZ02M9FA,MS9001FA,Additional,Metering Plug,"16,313.44"
912,GENZ02M9FA,MS9001FA,Additional,Diaphragm Retention Screw,"71,300.00"
913,GENZ02M9FA,MS9001FA,Additional,Outer Cover Plate replacement,"17,264.11"
914,GENZ02M9FA,MS9001FA,Additional,Thermocouple tube & Well Details,"103,166.35"
915,GENZ02M9FA,MS9001FA,Additional,Perform down stream deflection correction,"438,145.49"
916,GENZ02M9FA,MS9001FA,Additional,Replace Discourager Seal,"10,457.33"
917,GENZ03M9FA,MS9001FA,Option/Coating,Apply diffused aluminide coating,"58,831.06"
918,GENZ03M9FA,MS9001FA,Additional,Diaphragm Reconstruction,"602,722.67"
919,GENZ03M9FA,MS9001FA,Additional,New Hast-X dog bone seals,"178,687.31"
920,GENZ03M9FA,MS9001FA,Additional,Replace segment & Diaphragm cloth seals,"371,661.00"
921,GENZ03M9FA,MS9001FA,Additional,Diaphragm Retention Screws,"71,300.00"
922,GENZ03M9FA,MS9001FA,Additional,Thermocouple tube & Well Details,"190,133.33"
923,GENZ03M9FA,MS9001FA,Additional,Perform down stream deflection correction,"405,218.23"
924,GENZ03M9FA,MS9001FA,Additional,Replace Discourager Seal,"10,457.33"
925,GESB01M9FA,MS9001FA,Additional,Supply new Metering Plate,"4,320.78"
926,GESB01M9FA,MS9001FA,Additional,Supply new Solid Hast-X Seals Kit,"156,860.00"
927,GESB01M9FA,MS9001FA,Additional,Replace cloth seal of tip shoes,"308,461.94"
928,GESB01M9FA,MS9001FA,Additional,Supply new Tile Retention Pins,"36,505.60"
929,GESB02M9FA,MS9001FA,Additional,Replace cloth seal,"230,764.56"
930,GESB03M9FA,MS9001FA,Additional,Replace cloth seal,"172,200.45"
931,WSTCB00W501AA,W501AA,Additional,Replace stiffener ring#3,539.03
932,WSTCB00W501AA,W501AA,Additional,Replace stiffener ring#4,576.67
933,WSTCB00W501AA,W501AA,Additional,Ignitor tube,971.96
935,WSTCB00W501AA,W501AA,Additional,Replace Ring #1,"5,372.75"
936,WSTCB00W501AA,W501AA,Additional,Replace Ring#2,"5,372.75"
937,WSTCB00W501AA,W501AA,Additional,"Replace Ring#3,4","4,619.82"
938,WSTCB00W501AA,W501AA,Additional,Replace Ring#5,"4,431.59"
939,WSTCB00W501AA,W501AA,Additional,Replace Ring#6,"12,149.10"
940,WSTCB00W501AA,W501AA,Additional,Replace Ring#7,"10,266.78"
941,WSTCB00W501AA,W501AA,Additional,Replace Wiggle (Spacer band),"1,478.48"
942,WSTCB00W501AA,W501AA,Additional,Replace Ring#1 scoops,"1,367.25"
943,WSTCB00W501AA,W501AA,Additional,Replace Ring#2 scoops,"1,499.01"
944,WSTCB00W501AA,W501AA,Additional,Replace Ring#6A scoops,"1,367.25"
945,WSTCB00W501AA,W501AA,Additional,Replace Ring#6B scoops,"1,649.60"
946,WSTCB00W501AA,W501AA,Additional,Replace J strip,"6,125.68"
947,WSTCB00W501AA,W501AA,Additional,Replace Spring seals (inner & Outer),"14,031.42"
948,WSTCB00W501AA,W501AA,Additional,Replace X fire tube (Crossflame),"1,348.43"
949,WSTCB00W501AA,W501AA,Additional,Replace X fire flange (Marman style),"1,348.43"
950,WSTCB00W501AA,W501AA,Additional,Replace stiffener ring#1A,313.15
951,WSTCB00W501AA,W501AA,Additional,Replace stiffener ring#1B,"1,122.55"
952,WSTCB00W501AA,W501AA,Additional,Replace stiffener ring#2,350.8
953,WSTTP00W501AA,W501AA,Additional,Replace inlet end,"82,137.60"
954,WSTTP00W501AA,W501AA,Additional,Replace upper panel,"75,297.93"
955,WSTTP00W501AA,W501AA,Additional,Replace lower panel,"75,297.93"
956,WSTTP00W501AA,W501AA,Additional,Replace mounting plate,"11,122.80"
957,WSTTP00W501AA,W501AA,Additional,Replace side seal,"1,555.48"
961,WSTTP00W501AA,W501AA,Additional,Replace inner floating seal,"64,214.15"
962,WSTTP00W501AA,W501AA,Additional,Replace outer floating seal,"26,601.97"
963,WSTTP00W501AA,W501AA,Option,Transition length restoration,"8,282.21"
964,WSTTP00W501AA,W501AA,Additional,Replace transition lug,903.51
965,WSTBL01W501AA,W501AA,Option,Perform material life assessment,"154,008.00"
966,WSTBL01W501AA,W501AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","489,026.74"
970,WSTBL02W501AA,W501AA,Option,Perform material life assessment,"154,008.00"
971,WSTBL02W501AA,W501AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","685,201.44"
974,WSTBL02W501AA,W501AA,Option,Perform PSP wall thickness restoration,"56,469.60"
975,WSTBL03W501AA,W501AA,Option,Perform material life assessment,"154,008.00"
976,WSTBL03W501AA,W501AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","1,732,957.92"
979,WSTBL04W501AA,W501AA,Option,Perform material life assessment,"154,008.00"
988,WSTNZ03W501AA,W501AA,Additional,Replace Cooling Tubes,"76,045.73"
992,WSTNZ04W501AA,W501AA,Additional,Replace Cooling Tubes,"76,045.73"
1004,WSTBL01W501AA,W501AA,Option,Pin slot modification,"6,602.84"
1005,WSTBL01W501AA,W501AA,Option,Perform PSP wall thickness restoration,"58,929.28"
1006,WSTBL02W501AA,W501AA,Option,Pin slot modification,"6,602.84"
1007,WSTBL03W501AA,W501AA,Option,Pin slot modification,"7,483.08"
1008,WSTBL04W501AA,W501AA,Option,Pin slot modification,"7,483.08"
1009,WSTCM00W501AA,W501AA,Option/Coating,Apply Chrome Carbide coating base to spring seal mating sueface,"37,372.61"
1022,GEBL02M501,MS5001,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,271.41"
1023,GEBL02M501,MS5001,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"15,400.80"
1024,GEBL02M501,MS5001,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","852,246.05"
1025,GEBL02M501,MS5001,Option,Destructive Testing life time analysis,"155,664.10"
1026,ABBNZ01GT10,GT10,Option,PSP brazing repair - TBA,0
1027,ABBNZ02GT10,GT10,Option,PSP brazing repair - TBA,0
1028,ABBNZ03GT10,GT10,Option,PSP brazing repair - TBA,0
1029,ABBBL01GT10,GT10,Option,PSP brazing repair - TBA,0
1030,ABBBL02GT10,GT10,Option,PSP brazing repair - TBA,0
1031,ABBBL03GT10,GT10,Option,PSP brazing repair - TBA,0
1032,ABBNZ04GT10,GT10,Option,PSP brazing repair - TBA,0
1033,ABBBL04GT10,GT10,Option,PSP brazing repair - TBA,0
1034,WSTRS01W5D24,W501D24,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1035,WSTRS02W5D24,W501D24,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1036,SIBL01V942,V94.2,Option,Destructive Testing life time analysis,"154,008.00"
1037,SIBL02V942,V94.2,Option,Destructive Testing life time analysis,"154,008.00"
1038,SIBL03V942,V94.2,Option,Destructive Testing life time analysis,"154,008.00"
1039,SIBL04V942,V94.2,Option,Destructive Testing life time analysis,"154,008.00"
1043,GEBL01M502,MS5002,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","852,246.05"
1044,GEBL01M502,MS5002,Option,Destructive Testing life time analysis,"155,664.10"
1045,GEBL02M502,MS5002,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,590.03"
1047,GEBL02M502,MS5002,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","852,246.05"
1048,GEBL02M502,MS5002,Option,Destructive Testing life time analysis,"155,664.10"
1049,GECL00M502,MS5002,Additional,Replace Hula Skirt,"7,176.09"
1050,GECL00M502,MS5002,Additional,Replace Cross Fire Collars,883.32
1051,GECL00M502,MS5002,Additional,Replace Liner Stop,"3,775.59"
1052,GECL00M502,MS5002,Additional,Replace End Ring,"3,863.89"
1053,GECL00M502,MS5002,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"113,110.32"
1054,GECL00M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Fuel Nozzle Bore (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,327.31"
1055,GECL00M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,805.37"
1056,GECL00M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","6,849.59"
1057,GECL00M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,327.31"
1060,GETP00M502,MS5002,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"140,110.66"
1061,GETP00M502,MS5002,Option/Coating,Apply Chrome Carbide coating to Inlet End,"10,654.96"
1063,GENZ01M502,MS5002,Option/Coating,Apply MCrAlY (APS) coating to gaspath surface,"74,916.34"
1064,GENZ01M502,MS5002,Additional,Replace Core Plugs,"6,624.06"
1066,GENZ01M502,MS5002,Additional,Replace Lap Seal,"33,738.36"
1088,GETP00G10B,GE10B,Additional,Transition body patch repair (up to 30 X 30 cm) (additional),"34,224.00"
1176,GEBL01M6FA,MS6001FA,Option,Perform material life assessment as required,"222,456.00"
1177,GEBL01M6FA,MS6001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,199,097.73"
1178,GEBL01M6FA,MS6001FA,Option,Full bucket tip cavity restoration & Installation of new Haynes 230 tip caps,"944,582.40"
1179,GEBL02M6FA,MS6001FA,Option,Perform material life assessment as required,"222,456.00"
1180,GEBL02M6FA,MS6001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,518,260.66"
1181,GEBL02M6FA,MS6001FA,Option,Shroud Profile Mod,"83,403.89"
1182,GEBL02M6FA,MS6001FA,Option/Coating,Apply TBC,"741,736.75"
1183,GEBL02M6FA,MS6001FA,Option,Root TIL Grind,"375,266.16"
1184,GEBL02M6FA,MS6001FA,Option,Perform cutter tooth modification,"34,224.00"
1185,GEBL03M6FA,MS6001FA,Option,Perform material life assessment as required,"222,456.00"
1186,GEBL03M6FA,MS6001FA,Option,Shroud profile modification,"83,403.89"
1187,GEBL03M6FA,MS6001FA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","2,079,549.49"
1188,GEBL03M6FA,MS6001FA,Option/Coating,Apply MCrAlY coating to the airfoil gas path,"256,680.00"
1189,GENZ01M6FA,MS6001FA,Additional,Replace feather seals bone seal,"131,865.07"
1190,GENZ01M6FA,MS6001FA,Additional,Replace core plug,"19,747.25"
1193,GENZ01M6FA,MS6001FA,Additional,Replace inner trapezoid cover,"2,000.99"
1194,GENZ01M6FA,MS6001FA,Additional,Replace outer trapezoid cover,"2,137.89"
1195,GENZ01M6FA,MS6001FA,Additional,Replace feather seal cloth seal,"182,842.46"
1196,GENZ02M6FA,MS6001FA,Additional,Diaphragm Reconstruction,"586,770.48"
1197,GENZ02M6FA,MS6001FA,Additional,New Hast –Solid X Seals,"163,556.50"
1198,GENZ02M6FA,MS6001FA,Option/Coating,Apply TBC Coat,"508,157.95"
1199,GENZ02M6FA,MS6001FA,Option/Coating,Apply HVOF MCrAlY coating,"306,304.80"
1200,GENZ02M6FA,MS6001FA,Additional,Transfer Tubes,"3,525.07"
1201,GENZ02M6FA,MS6001FA,Additional,Metering Plug,"14,682.10"
1203,GENZ02M6FA,MS6001FA,Additional,Outer Cover Plate replacement,"15,537.70"
1205,GENZ02M6FA,MS6001FA,Additional,Replace Discourager Seal,"9,411.60"
1206,GENZ02M6FA,MS6001FA,Additional,Replace cloth seal,"357,127.44"
1207,GENZ03M6FA,MS6001FA,Additional,Diaphragm Reconstruction,"542,450.40"
1208,GENZ03M6FA,MS6001FA,Additional,New Hast –Solid X Seals,"160,818.58"
1211,GENZ03M6FA,MS6001FA,Additional,Replace Discourager Seal,"9,411.60"
1212,GENZ03M6FA,MS6001FA,Additional,Replace cloth seal,"277,317.07"
1213,GESB01M6FA,MS6001FA,Additional,Metering Plate,"3,456.62"
1215,GESB01M6FA,MS6001FA,Additional,New Tile Retention Pins,"99,406.69"
1216,GESB01M6FA,MS6001FA,Additional,New cloth seal of inner plate,"201,921.60"
1217,GESB01M6FA,MS6001FA,Additional,New Inner plates side seal (Flat and bone type),"111,749.23"
1220,GELC00M6FA,MS6001FA,Additional,Replace Effusion Plate (Face plate),"78,715.20"
1221,GELC00M6FA,MS6001FA,Additional,Replace Inner Hula Skirt,"30,248.56"
1222,GELC00M6FA,MS6001FA,Option/Coating,Apply Wear resistant coating on hula skirt.,"11,978.40"
1223,GELC00M6FA,MS6001FA,Option/Coating,Apply thermal barrier coating (TBC) to effusion plate,"85,560.00"
1224,GELC00M6FA,MS6001FA,Additional,Replace Centre Floating Collars (Certer plate),"48,053.75"
1225,GELC00M6FA,MS6001FA,Additional,Replace Floating Collars (Burner bore),"20,206.88"
1227,GELC00M6FA,MS6001FA,Additional,Replace Center bore,"17,625.36"
1228,GELC00M6FA,MS6001FA,Additional,Replace Burner tube,"7,080.39"
1229,GECL00M6FA,MS6001FA,Option/Coating,Apply External Oxidation Coat to conical area,"171,120.00"
1230,GECL00M6FA,MS6001FA,Additional,New Hula spring Seal Dual layer,"29,090.40"
1231,GECL00M6FA,MS6001FA,Additional,New Cross Fire Collar,"5,441.62"
1232,GECL00M6FA,MS6001FA,Option/Coating,Apply Chrome Carbide Inlet,"25,668.00"
1233,GECL00M6FA,MS6001FA,Option/Coating,Apply Chrome Carbide X-Fire Collars,"17,112.00"
1234,GECL00M6FA,MS6001FA,Additional,Replace Spring Seal single layer,"13,073.57"
1235,GECL00M6FA,MS6001FA,Additional,Replace standard sheet metal end ring,"10,301.42"
1236,GECL00M6FA,MS6001FA,Additional,Replace corrogated end ring,"116,703.84"
1237,GETP00M6FA,MS6001FA,Additional,16 wear pad upgrade to sleeve (Mod zero clearance),"155,787.65"
1238,GETP00M6FA,MS6001FA,Additional,Floating seals cloth seal,"102,672.00"
1239,GETP00M6FA,MS6001FA,Additional,"Picture Frame Wear Strip (ID, OD and Side)","110,030.16"
1240,GETP00M6FA,MS6001FA,Additional,Hast-X Band ½ replacement on sleeve,"51,336.00"
1242,GETP00M6FA,MS6001FA,Option/Coating,TBC adder for 24K,"207,945.02"
1243,GETP00M6FA,MS6001FA,Additional,Replace Aft bracket hardware,"2,806.37"
1244,GETP00M6FA,MS6001FA,Option/Coating,Apply Hardface coating on H-Block,"11,191.25"
1245,GETP00M6FA,MS6001FA,Additional,Replace H Blocks,"4,305.72"
1247,GEFS00M6FA,MS6001FA,Additional,Replace Hula Skirt,"14,100.29"
1248,GEFS00M6FA,MS6001FA,Additional,Replace Piston Rings,"15,412.09"
1250,GEFS00M6FA,MS6001FA,Additional,Replace retainer clip boss,"2,190.34"
1251,GEFS00M6FA,MS6001FA,Additional,Cooling tube,342.24
1252,GEFS00M61B,MS6001B,Additional,Replace Stopper (L605 Material),"6,647.67"
1253,GECT00M502,MS5002,Additional,Replace Ends Tube,275.85
1254,GECT00M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Tube Ends (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,073.71"
1255,GECL01M502,MS5002,Additional,Replace center swirler with L605 material,"33,368.40"
1256,GECL01M502,MS5002,Additional,Replace Hula Skirt,"8,576.88"
1257,GECL01M502,MS5002,Additional,Replace Cross Fire Collars,883.32
1258,GECL01M502,MS5002,Additional,Replace Liner Stop,"4,517.57"
1259,GECL01M502,MS5002,Additional,Replace Primary Fuel Nozzle Floating Collar,"4,415.92"
1260,GECL01M502,MS5002,Additional,Replace End Ring,"3,728.36"
1261,GECL01M502,MS5002,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"101,870.82"
1262,GECL01M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,805.37"
1263,GECL01M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","6,849.59"
1264,GECL01M502,MS5002,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,327.31"
1265,GECL01M502,MS5002,Option,Apply L605 shields to Liner Stops,"1,656.10"
1266,GECL01M502,MS5002,Additional,Replace dilution hole gaskets,958.27
1267,WSTBL01W251B8,W251B8,Option,Perform material life assessment,"154,008.00"
1268,WSTBL02W251B8,W251B8,Option,Perform material life assessment,"154,008.00"
1269,WSTBL02W251B8,W251B8,Option/Coating,Apply MCrAly coating,"212,197.36"
1829,WSTBL02W251B8,,Option/Coating,Apply MCrAlY and TBC coating,"408,762.90"
1270,WSTBL03W251B8,W251B8,Option,Perform material life assessment,"154,008.00"
1272,WSTNZ02W251B8,W251B8,Option/Coating,Apply Aluminide diffusion coating,"60,914.78"
1273,WSTCB00W251B8,W251B8,Additional,Replace Spacer band (Wiggle ring),"2,757.77"
1274,WSTCB00W251B8,W251B8,Additional,Replace UV / IGN tube,"1,745.42"
1275,WSTCB00W251B8,W251B8,Additional,Replace Seal strip,851.77
1276,WSTCB00W251B8,W251B8,Additional,Replace Ring,"12,226.70"
1277,WSTCB00W251B8,W251B8,Additional,Replace scoop #1,"2,224.56"
1278,WSTCB00W251B8,W251B8,Additional,Replace crossfire flange(Marman style),"3,764.64"
1279,WSTCB00W251B8,W251B8,Additional,Replace Spring seal,"32,813.97"
1280,WSTTP00W251B8,W251B8,Option,Transition seal repairs (Inner and Outer),"18,901.92"
1281,WSTRS01W5D24,W501D24,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1282,WSTRS01W5D24,W501D24,Additional,Seal,"1,095.17"
1283,WSTRS02W5D24,W501D24,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1284,WSTRS02W5D24,W501D24,Additional,Seal,"1,095.17"
1285,GECL00MS7FA,MS7001FA,Additional,Replace Spring Seal Collar single layer,"13,073.57"
1286,GECL00MS7FA,MS7001FA,Additional,Replace corrogated end ring,"116,718.56"
1287,GELC00MS7FA,MS7001FA,Additional,Face plate body,"63,314.40"
1288,GELC00MS7FA,MS7001FA,Additional,Reinforce set,"97,538.40"
1289,GELC00MS7FA,MS7001FA,Additional,Replace burner tube plate (Burner plate),"67,934.64"
1290,GENZ01MS7FA,MS7001FA,Additional,Replace trailing edge core plug,"19,747.25"
1291,GENZ01MS7FA,MS7001FA,Additional,Replace leading edge core plug (single pc. design),"19,747.25"
1292,GETP00MS7FA,MS7001FA,Additional,Support Lug U type,"6,776.35"
1293,GETP00MS7FA,MS7001FA,Additional,Replace picture frame barnes handle type,"315,955.97"
1294,GETP00MS7FA,MS7001FA,Additional,Bolt Nut washer (Baenes handle),"141,721.58"
1295,GELC00M6FA,MS6001FA,Additional,Face plate body,"63,314.40"
1296,GELC00M6FA,MS6001FA,Additional,Reinforce set,"97,538.40"
1297,GELC00M6FA,MS6001FA,Additional,Replace burner tube plate (Burner plate),"67,934.64"
1298,GECL00M7E,MS7001E,Additional,Replace Hula Skirt,"8,576.88"
1299,GECL00M7E,MS7001E,Additional,Replace Collar Air Flower,"1,435.35"
1300,GECL00M7E,MS7001E,Additional,Replace Liner Stop,"4,195.18"
1301,GECL00M7E,MS7001E,Additional,Replace End Ring,"8,831.85"
1302,GECL00M7E,MS7001E,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"115,779.79"
1303,GECL00M7E,MS7001E,Option/Coating,Apply Class C TBC to internal surfaces (based on customer requirements or as received condition),"193,911.13"
1304,GECL00M7E,MS7001E,Option/Coating,"Apply Chrome Carbide coating to Fuel Nozzle Bore (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,729.39"
1305,GECL00M7E,MS7001E,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","4,350.90"
1306,GECL00M7E,MS7001E,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","8,079.94"
1307,GECL00M7E,MS7001E,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,593.57"
1308,GECL00M7E,MS7001E,Option,Apply L605 shields to Liner Stops,"1,659.52"
1309,GELC00MS7FA,,Additional,Impingment cap cowl assy.,"162,564.00"
1315,WSTBL01W501B6,W501B6,Option,Perform material life assessment,"154,008.00"
1316,WSTBL01W501B6,W501B6,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","489,026.74"
1317,WSTBL01W501B6,W501B6,Option/coating,Apply MCrAlY coating to external airfoil and surface finish (based on as received condition or customer requirements),"107,566.03"
1318,WSTBL01W501B6,W501B6,Option/coating,Apply MCrAlY and TBC coating to external airfoil area and surface finish (based on as received condition or customer requirements),"319,423.89"
1319,WSTBL01W501B6,W501B6,Option,Perform PSP wall thickness restoration,"58,929.28"
1320,WSTBL02W501B6,W501B6,Option,Perform material life assessment,"154,008.00"
1321,WSTBL02W501B6,W501B6,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","685,201.44"
1322,WSTBL02W501B6,W501B6,Option/coating,Apply MCrAlY coating to external airfoil and surface finish (based on as received condition or customer requirements),"127,107.94"
1323,WSTBL02W501B6,W501B6,Option/coating,Apply MCrAlY and TBC coating to external airfoil area and surface finish (based on as received condition or customer requirements),"323,769.99"
1324,WSTBL02W501B6,W501B6,Option,Perform PSP wall thickness restoration,"56,469.60"
1325,WSTBL03W501B6,W501B6,Option,Perform material life assessment,"154,008.00"
1326,WSTBL03W501B6,W501B6,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","1,732,957.92"
1327,WSTBL03W501B6,W501B6,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"15,645.16"
1328,WSTBL03W501B6,W501B6,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"141,241.76"
1329,WSTBL04W501B6,W501B6,Option,Perform material life assessment,"154,008.00"
1330,WSTNZ01W501B6,W501B6,Additional,Replace insert forward cooling (core plug),"9,660.83"
1331,WSTNZ01W501B6,W501B6,Additional,Replace insert aftward cooling (core plug),"7,163.43"
1332,WSTNZ01W501B6,W501B6,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"114,775.61"
1333,WSTNZ01W501B6,W501B6,Option/Coating,Apply MCrAlY and TBC coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"238,575.50"
1334,WSTNZ02W501B6,W501B6,Additional,Replace insert cooling,"11,054.35"
1335,WSTNZ02W501B6,W501B6,Option,Perform downstream dimensional correction,"48,906.10"
1336,WSTNZ02W501B6,W501B6,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"176,014.03"
1337,WSTNZ02W501B6,W501B6,Option/Coating,Apply MCrAlY and TBC coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"303,121.97"
1338,WSTNZ03W501B6,W501B6,Additional,Replace Cooling Tubes,"76,045.73"
1339,WSTNZ03W501B6,W501B6,Option,Perform downstream deflection rectification,"60,304.74"
1340,WSTNZ03W501B6,W501B6,Option/coating,Apply Aluminide coating togas path (based on as received condition or customer requirements),"27,379.20"
1341,WSTNZ03W501B6,W501B6,Option/coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"244,457.24"
1342,WSTNZ04W501B6,W501B6,Additional,Replace Cooling Tubes,"76,045.73"
1343,WSTNZ04W501B6,W501B6,Option,Perform downstream deflection rectification,"53,584.86"
1344,WSTRS01W501B6,W501B6,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1345,WSTRS01W501B6,W501B6,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1346,WSTRS01W501B6,W501B6,Additional,Seal,"1,095.17"
1347,WSTRS02W501B6,W501B6,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1348,WSTRS02W501B6,W501B6,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1349,WSTRS02W501B6,W501B6,Additional,Seal,"1,095.17"
1350,GECL01M502D,MS5002D,Additional,Replace center swirler with L605 material,"33,368.40"
1351,GECL01M502D,MS5002D,Additional,Replace Hula Skirt,"8,576.88"
1352,GECL01M502D,MS5002D,Additional,Replace Cross Fire Collars,883.32
1353,GECL01M502D,MS5002D,Additional,Replace Liner Stop,"4,517.57"
1354,GECL01M502D,MS5002D,Additional,Replace Primary Fuel Nozzle Floating Collar,"4,415.92"
1355,GECL01M502D,MS5002D,Additional,Replace End Ring,"3,728.36"
1356,GECL01M502D,MS5002D,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"101,870.82"
1357,GECL01M502D,MS5002D,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,805.37"
1358,GECL01M502D,MS5002D,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","6,849.59"
1359,GECL01M502D,MS5002D,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,327.31"
1360,GECL01M502D,MS5002D,Option,Apply L605 shields to Liner Stops,"1,656.10"
1361,GECL01M502D,MS5002D,Additional,Replace dilution hole gaskets,958.27
1362,MWRS01MW7D,MW701D,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1363,MWRS01MW7D,MW701D,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1364,MWRS01MW7D,MW701D,Additional,Seal,"1,095.17"
1365,MWRS02MW7D,MW701D,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1366,MWRS02MW7D,MW701D,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1367,MWRS02MW7D,MW701D,Additional,Seal,"1,095.17"
1368,GESB01M61B,,Option/Coating,Apply GEN III coating (Only available to NON US customer),"99,199.98"
1369,GESB01M7EA,,Option/Coating,Apply GEN III coating (Only available to NON US customer),"153,679.45"
1370,GESB01M91E,,Option/Coating,Apply GEN III coating (Only available to NON US customer),"173,823.70"
1371,WSTCM00W501B6,W501B6,Additional,Replace inlet flange,"11,122.80"
1372,WSTCM00W501B6,W501B6,Additional,Replace mating plates,"8,556.00"
1373,WSTCB00W501B6,W501B6,Additional,Replace stiffener ring#3,539.03
1374,WSTCB00W501B6,W501B6,Additional,Replace stiffener ring#4,576.67
1375,WSTCB00W501B6,W501B6,Additional,Ignitor tube,971.96
1376,WSTCB00W501B6,W501B6,Option/Coating,Apply 2X TBC to internal surfaces,"235,711.98"
1377,WSTCB00W501B6,W501B6,Additional,Replace Ring #1,"5,372.75"
1378,WSTCB00W501B6,W501B6,Additional,Replace Ring#2,"5,372.75"
1379,WSTCB00W501B6,W501B6,Additional,"Replace Ring#3,4","4,619.82"
1380,WSTCB00W501B6,W501B6,Additional,Replace Ring#5,"4,431.59"
1381,WSTCB00W501B6,W501B6,Additional,Replace Ring#6,"12,149.10"
